Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
-0.43640315451872264,-1.2633904805027474,-0.5357773679694546,1.0083720372807152,0.3085491490212067,-1.3340491738691007,-0.494173233780157,0.4221601178153595,-0.48822272347414025,-0.5637741346622497,-1.0497400782130477,1.006641177615207,-0.299423306741769,0.2104156045243587,9
1.3061752435058884,1.0989864960732778,0.35844469430951237,1.6715449671645948,0.5806565636549197,0.7495975557630545,0.08712901754695865,-0.7061364702293336,-0.31810799685256996,-0.5763328296724113,-0.4442308580485551,0.34619180249265313,-0.5180732405169606,0.2104156045243587,6
-0.02980152831298008,0.24708073214176987,0.6000117917024089,0.3451991073968359,0.44534227866043735,0.7495975557630545,-0.2146784139501499,-0.7905078388085479,1.8199578620963113,0.5539497212421373,0.6206301843096903,1.2613685252890894,-1.1044941169583813,0.2104156045243587,10
-1.888551819539232,-0.1698093225481167,-1.5020457575410402,0.013612642454896195,-1.6785251053057806,0.7495975557630545,-0.5752032445712095,2.1236107879283663,-0.41079871328098966,0.6544192813234305,0.0610561463645731,1.6852031432488626,0.9515179490523296,-2.571166620207194,2
0.20254225809030138,0.13228491998078643,0.48558527188472106,0.013612642454896195,0.6913234379035946,-1.3340491738691007,1.9825266612680994,-0.2050286925287544,-0.48822272347414025,0.09555735337123705,0.5538153738087808,-1.1640935483489048,0.41895765599943546,0.2104156045243587,5
-0.3783172079179023,0.6881383262339694,0.638153964974971,0.3451991073968359,0.009822530782021908,0.7495975557630545,1.5949918270500223,-0.7667968854246668,-0.3093841647181305,0.07671931085599455,0.4285376041195753,-1.3765694699333397,-0.06904744440525075,0.2104156045243587,10
-1.9466377661400522,0.6941802110845475,-0.9807693894826849,-1.6443196822548023,-1.1873022091418404,-1.3340491738691007,-0.5892954203609577,1.1844357488489747,0.5731768528826657,-0.6629878252425266,0.173806139084858,0.3165345514875598,0.1380186014650309,2.9919978292559115,0
0.02828441828784029,-0.616908801490894,1.4052354496787298,0.3451991073968359,1.224200458227949,0.7495975557630545,1.8650918630201971,-0.7933880828068205,-0.4876883887559058,1.1693257767400584,-1.8314733610736889,0.583517521152132,-0.16877989102451849,0.2104156045243587,8
-0.3783172079179023,-0.5866993772380036,0.6508680227324919,1.0083720372807152,-0.4587247474957757,0.7495975557630545,-0.04204926052573367,0.229178945401786,-0.48822272347414025,0.8993138340215829,0.9672320137831583,2.0651951355789597,-1.0173968033154552,0.2104156045243587,10
0.7834017240985051,1.866305872096693,-0.5400153872219616,0.3451991073968359,0.48329929120898063,-1.3340491738691007,0.11061597719653911,0.6183576431024925,-0.48792538619555814,0.315334516049066,-0.014110515448950171,-0.6665559218981641,-0.29764799128773,0.2104156045243587,5
1.3642611901067088,0.04769853207269404,0.6890101960050545,-0.31797382248704353,0.40935705897155866,-1.3340491738691007,-0.42488670281389473,-0.3047356316091007,-0.48820018690779293,-0.6020781544432426,1.86505602988913,1.4273949624226245,0.5056106798750613,0.2104156045243587,4
0.3768000978927625,1.8904734114990052,-0.24335403954647508,0.013612642454896195,0.05172312904989436,-1.3340491738691007,-0.37791278351473384,-0.7286509403442505,2.53967401318757,-0.8143201001149745,0.4744727863389506,0.044100877014975295,-0.6970950441301492,0.2104156045243587,6
0.7253157774976847,-1.5956941472845412,0.6084878302074228,0.013612642454896195,0.7854765469525785,-1.3340491738691007,-0.41549191895406257,-0.7775716675510914,-0.4424226047683329,-0.5009806596114413,-1.4798604208126525,0.9062263300340354,2.5291059453601745,-2.571166620207194,8
-1.4819501933334893,1.2560755021883079,-0.1628316737488429,0.3451991073968359,1.1177236438060614,0.7495975557630545,-0.332113212198052,-0.7932449551039471,-0.2824856823036087,0.6858160188488347,0.9338246085327034,0.10693633119928204,0.7348075336785594,0.2104156045243587,6
1.4804330833083494,0.1685362290842549,-0.18825978926388462,1.339958502222655,0.7233650718731441,0.7495975557630545,-0.41901496290149964,-0.32081739597689857,-0.48822272347414025,-0.23096871689296583,-0.8284160184287849,0.5191585780463303,0.11213735545239104,0.2104156045243587,4
0.14445631148948102,2.2167351934302215,-0.43830292516179464,-1.6443196822548023,-0.7350222219562755,0.7495975557630545,0.08712901754695865,-0.7276860344821827,1.3619566750382375,-0.5826121771774921,-0.31060123704673614,-0.2942152294849061,-1.2605403539911466,0.2104156045243587,9
